ROWNUM,X,Y,FEEDER
23.3581122.2042,23.3581,122.2042,23.3581122.2042
23.3593122.1603,23.3593,122.1603,23.3593122.1603
23.3598122.0952,23.3598,122.0952,23.3598122.0952
23.3879122.146,23.3879,122.146,23.3879122.146
23.4072122.1425,23.4072,122.1425,23.4072122.1425
23.4047122.106,23.4047,122.106,23.4047122.106
23.3944122.0918,23.3944,122.0918,23.3944122.0918
23.5479122.1799,23.5479,122.1799,23.5479122.1799
23.5283122.1599,23.5283,122.1599,23.5283122.1599
23.5186122.175,23.5186,122.175,23.5186122.175
23.5368122.1604,23.5368,122.1604,23.5368122.1604
23.5539122.2545,23.5539,122.2545,23.5539122.2545
23.5388122.225,23.5388,122.225,23.5388122.225
23.8442122.708,23.8442,122.708,23.8442122.708
23.4242122.1611,23.4242,122.1611,23.4242122.1611
23.3727169036865122.265205383301,23.3727169,122.2652054,23.3727169036865122.265205383301
23.3555122.0904,23.3555,122.0904,23.3555122.0904
23.3632122.1118,23.3632,122.1118,23.3632122.1118
23.3622122.0929,23.3622,122.0929,23.3622122.0929
23.3657122.1607,23.3657,122.1607,23.3657122.1607
23.388122.1879,23.388,122.1879,23.388122.1879
23.4083122.2455,23.4083,122.2455,23.4083122.2455
23.4074122.2233,23.4074,122.2233,23.4074122.2233
23.0297122.0243,23.0297,122.0243,23.0297122.0243
23.0211122.0843,23.0211,122.0843,23.0211122.0843
23.0174122.0555,23.0174,122.0555,23.0174122.0555
23.0261122.0582,23.0261,122.0582,23.0261122.0582
23.021122.0723,23.021,122.0723,23.021122.0723
23.0187122.0289,23.0187,122.0289,23.0187122.0289
23.0224122.0363,23.0224,122.0363,23.0224122.0363
23.0263122.0372,23.0263,122.0372,23.0263122.0372
23.0248122.0392,23.0248,122.0392,23.0248122.0392
23.0247122.0276,23.0247,122.0276,23.0247122.0276
23.0261122.027,23.0261,122.027,23.0261122.027
23.0306122.0163,23.0306,122.0163,23.0306122.0163
23.0208122.05,23.0208,122.05,23.0208122.05
23.0288122.0582,23.0288,122.0582,23.0288122.0582
23.0269122.0318,23.0269,122.0318,23.0269122.0318
23.0213122.0459,23.0213,122.0459,23.0213122.0459
23.0198122.0149,23.0198,122.0149,23.0198122.0149
23.0211122.0093,23.0211,122.0093,23.0211122.0093
22.9001159667969122.562896728516,22.90011597,122.5628967,22.9001159667969122.562896728516
23.0068122.0489,23.0068,122.0489,23.0068122.0489
23.0217122.0153,23.0217,122.0153,23.0217122.0153
22.9995632171631122.300994873047,22.99956322,122.3009949,22.9995632171631122.300994873047
23.019122.0515,23.019,122.0515,23.019122.0515
23.1569122.2672,23.1569,122.2672,23.1569122.2672
23.149122.3217,23.149,122.3217,23.149122.3217
23.1578122.3424,23.1578,122.3424,23.1578122.3424
23.1375122.2485,23.1375,122.2485,23.1375122.2485
23.5454122.2239,23.5454,122.2239,23.5454122.2239
23.5454122.2239,23.5454,122.2239,23.5454122.2239
23.5809122.2568,23.5809,122.2568,23.5809122.2568
23.5703122.2373,23.5703,122.2373,23.5703122.2373
23.5157122.2273,23.5157,122.2273,23.5157122.2273
23.3824122.0549,23.3824,122.0549,23.3824122.0549
23.3895122.0721,23.3895,122.0721,23.3895122.0721
23.3832122.091,23.3832,122.091,23.3832122.091
23.3572122.1185,23.3572,122.1185,23.3572122.1185
23.3751122.1141,23.3751,122.1141,23.3751122.1141
23.3852122.1049,23.3852,122.1049,23.3852122.1049
23.3723122.1263,23.3723,122.1263,23.3723122.1263
23.3905122.1219,23.3905,122.1219,23.3905122.1219
23.363122.1269,23.363,122.1269,23.363122.1269
23.3649122.1424,23.3649,122.1424,23.3649122.1424
23.4364337921143122.200691223145,23.43643379,122.2006912,23.4364337921143122.200691223145
23.3679122.1513,23.3679,122.1513,23.3679122.1513
23.3552122.1295,23.3552,122.1295,23.3552122.1295
23.3425122.1294,23.3425,122.1294,23.3425122.1294
23.4226122.1769,23.4226,122.1769,23.4226122.1769
23.4731044769287121.83081817627,23.47310448,121.8308182,23.4731044769287121.83081817627
23.4004122.1964,23.4004,122.1964,23.4004122.1964
23.4254122.1706,23.4254,122.1706,23.4254122.1706
23.3969122.1348,23.3969,122.1348,23.3969122.1348
23.3984122.1718,23.3984,122.1718,23.3984122.1718
23.3872122.1714,23.3872,122.1714,23.3872122.1714
23.3965122.2081,23.3965,122.2081,23.3965122.2081
23.3716122.1642,23.3716,122.1642,23.3716122.1642
23.3423122.1258,23.3423,122.1258,23.3423122.1258
23.2916122.0395,23.2916,122.0395,23.2916122.0395
23.3058122.0887,23.3058,122.0887,23.3058122.0887
23.3768122.1878,23.3768,122.1878,23.3768122.1878
23.3805122.1698,23.3805,122.1698,23.3805122.1698
23.3725122.1674,23.3725,122.1674,23.3725122.1674
23.3647122.1448,23.3647,122.1448,23.3647122.1448
23.3557122.1489,23.3557,122.1489,23.3557122.1489
23.4135122.1542,23.4135,122.1542,23.4135122.1542
22.9808121.533,22.9808,121.533,22.9808121.533
23.5419122.1601,23.5419,122.1601,23.5419122.1601
23.5189122.1998,23.5189,122.1998,23.5189122.1998
23.6094122.293,23.6094,122.293,23.6094122.293
23.6094122.293,23.6094,122.293,23.6094122.293
23.5506122.2565,23.5506,122.2565,23.5506122.2565
23.5506122.2565,23.5506,122.2565,23.5506122.2565
23.5345122.1996,23.5345,122.1996,23.5345122.1996
23.5082122.4977,23.5082,122.4977,23.5082122.4977
23.4120502471924122.194129943848,23.41205025,122.1941299,23.4120502471924122.194129943848
23.3621122.2051,23.3621,122.2051,23.3621122.2051
23.3263122.1049,23.3263,122.1049,23.3263122.1049
23.3292122.114,23.3292,122.114,23.3292122.114
23.3265122.124,23.3265,122.124,23.3265122.124
23.364122.1801,23.364,122.1801,23.364122.1801
23.319122.1555,23.319,122.1555,23.319122.1555
23.3872122.1364,23.3872,122.1364,23.3872122.1364
23.3957122.1226,23.3957,122.1226,23.3957122.1226
23.4028122.2793,23.4028,122.2793,23.4028122.2793
23.3852122.1446,23.3852,122.1446,23.3852122.1446
23.3468122.1064,23.3468,122.1064,23.3468122.1064
23.3485122.1117,23.3485,122.1117,23.3485122.1117
23.3338122.0799,23.3338,122.0799,23.3338122.0799
23.3422122.0977,23.3422,122.0977,23.3422122.0977
23.3476122.1033,23.3476,122.1033,23.3476122.1033
23.3554122.114,23.3554,122.114,23.3554122.114
23.3812122.1334,23.3812,122.1334,23.3812122.1334
23.3634122.1369,23.3634,122.1369,23.3634122.1369
23.3854122.1692,23.3854,122.1692,23.3854122.1692
23.3858122.1605,23.3858,122.1605,23.3858122.1605
23.3635122.13,23.3635,122.13,23.3635122.13
23.3899122.1545,23.3899,122.1545,23.3899122.1545
23.408122.1439,23.408,122.1439,23.408122.1439
23.4443122.2346,23.4443,122.2346,23.4443122.2346
23.3855122.106,23.3855,122.106,23.3855122.106
23.3944122.171,23.3944,122.171,23.3944122.171
23.3865122.1569,23.3865,122.1569,23.3865122.1569
23.348122.1623,23.348,122.1623,23.348122.1623
23.3475122.1368,23.3475,122.1368,23.3475122.1368
23.3331122.123,23.3331,122.123,23.3331122.123
23.3249122.1258,23.3249,122.1258,23.3249122.1258
23.3285122.1667,23.3285,122.1667,23.3285122.1667
23.3221122.1303,23.3221,122.1303,23.3221122.1303
23.4052122.1433,23.4052,122.1433,23.4052122.1433
23.4066122.1568,23.4066,122.1568,23.4066122.1568
23.3882122.137,23.3882,122.137,23.3882122.137
23.369122.1227,23.369,122.1227,23.369122.1227
23.3751544952393122.312515258789,23.3751545,122.3125153,23.3751544952393122.312515258789
23.3819122.1597,23.3819,122.1597,23.3819122.1597
23.3808122.1568,23.3808,122.1568,23.3808122.1568
23.411122.2449,23.411,122.2449,23.411122.2449
23.3865122.1618,23.3865,122.1618,23.3865122.1618
23.3733122.15,23.3733,122.15,23.3733122.15
23.4557122.2668,23.4557,122.2668,23.4557122.2668
23.5577122.2369,23.5577,122.2369,23.5577122.2369
23.5414122.2062,23.5414,122.2062,23.5414122.2062
23.5321122.1968,23.5321,122.1968,23.5321122.1968
23.0467122.0927,23.0467,122.0927,23.0467122.0927
23.0425122.1491,23.0425,122.1491,23.0425122.1491
23.0338122.0368,23.0338,122.0368,23.0338122.0368
23.0833122.1001,23.0833,122.1001,23.0833122.1001
23.0495122.1051,23.0495,122.1051,23.0495122.1051
23.0522122.0657,23.0522,122.0657,23.0522122.0657
23.0603122.1074,23.0603,122.1074,23.0603122.1074
23.0578122.1008,23.0578,122.1008,23.0578122.1008
23.0667122.1027,23.0667,122.1027,23.0667122.1027
23.0676122.0814,23.0676,122.0814,23.0676122.0814
23.0509122.111,23.0509,122.111,23.0509122.111
23.0549122.0721,23.0549,122.0721,23.0549122.0721
23.0683122.0669,23.0683,122.0669,23.0683122.0669
23.3198122.0422,23.3198,122.0422,23.3198122.0422
23.3278122.0664,23.3278,122.0664,23.3278122.0664
23.3322122.0892,23.3322,122.0892,23.3322122.0892
23.3285122.0853,23.3285,122.0853,23.3285122.0853
23.3779122.1744,23.3779,122.1744,23.3779122.1744
23.3849122.1515,23.3849,122.1515,23.3849122.1515
23.39122.2176,23.39,122.2176,23.39122.2176
23.3744122.1644,23.3744,122.1644,23.3744122.1644
23.3743122.1668,23.3743,122.1668,23.3743122.1668
23.389122.1958,23.389,122.1958,23.389122.1958
23.4124122.2293,23.4124,122.2293,23.4124122.2293
23.4569122.3385,23.4569,122.3385,23.4569122.3385
23.4395122.2914,23.4395,122.2914,23.4395122.2914
23.4156122.2463,23.4156,122.2463,23.4156122.2463
23.4237122.2687,23.4237,122.2687,23.4237122.2687
23.3979122.1219,23.3979,122.1219,23.3979122.1219
23.3973122.1202,23.3973,122.1202,23.3973122.1202
23.4131122.2161,23.4131,122.2161,23.4131122.2161
23.3899122.1575,23.3899,122.1575,23.3899122.1575
23.4024122.1531,23.4024,122.1531,23.4024122.1531
23.4144122.1188,23.4144,122.1188,23.4144122.1188
23.4161122.1228,23.4161,122.1228,23.4161122.1228
23.3626122.0765,23.3626,122.0765,23.3626122.0765
23.3607122.0715,23.3607,122.0715,23.3607122.0715
23.5598122.215,23.5598,122.215,23.5598122.215
23.5553122.2068,23.5553,122.2068,23.5553122.2068
23.561122.1857,23.561,122.1857,23.561122.1857
23.5873031616211122.339263916016,23.58730316,122.3392639,23.5873031616211122.339263916016
23.4921122.1698,23.4921,122.1698,23.4921122.1698
23.5558122.3063,23.5558,122.3063,23.5558122.3063
23.4001122.1601,23.4001,122.1601,23.4001122.1601
23.4094122.1846,23.4094,122.1846,23.4094122.1846
23.4042122.1409,23.4042,122.1409,23.4042122.1409
23.4197122.23,23.4197,122.23,23.4197122.23
23.4282122.2338,23.4282,122.2338,23.4282122.2338
23.4238122.2077,23.4238,122.2077,23.4238122.2077
23.3815122.1757,23.3815,122.1757,23.3815122.1757
23.3588122.1055,23.3588,122.1055,23.3588122.1055
23.4375122.1734,23.4375,122.1734,23.4375122.1734
23.4338122.1743,23.4338,122.1743,23.4338122.1743
23.4179458618164122.289115905762,23.41794586,122.2891159,23.4179458618164122.289115905762
23.4323122.1775,23.4323,122.1775,23.4323122.1775
23.4018122.1159,23.4018,122.1159,23.4018122.1159
23.387122.1888,23.387,122.1888,23.387122.1888
23.4541122.2208,23.4541,122.2208,23.4541122.2208
23.4515122.2368,23.4515,122.2368,23.4515122.2368
23.4091122.2357,23.4091,122.2357,23.4091122.2357
23.394122.2445,23.394,122.2445,23.394122.2445
23.4445122.2495,23.4445,122.2495,23.4445122.2495
23.4648122.2636,23.4648,122.2636,23.4648122.2636
23.4849853515625122.300148010254,23.48498535,122.300148,23.4849853515625122.300148010254
23.4086122.1685,23.4086,122.1685,23.4086122.1685
23.405122.1907,23.405,122.1907,23.405122.1907
23.4092122.1705,23.4092,122.1705,23.4092122.1705
23.3997122.1796,23.3997,122.1796,23.3997122.1796
23.3925122.1403,23.3925,122.1403,23.3925122.1403
23.4411122.1986,23.4411,122.1986,23.4411122.1986
23.4055122.1835,23.4055,122.1835,23.4055122.1835
23.4562122.1977,23.4562,122.1977,23.4562122.1977
23.4146122.1774,23.4146,122.1774,23.4146122.1774
23.3964122.1637,23.3964,122.1637,23.3964122.1637
23.5357122.1765,23.5357,122.1765,23.5357122.1765
23.4888122.1883,23.4888,122.1883,23.4888122.1883
23.4741306304932122.281341552734,23.47413063,122.2813416,23.4741306304932122.281341552734
23.4459122.2217,23.4459,122.2217,23.4459122.2217
23.6445655822754122.329032897949,23.64456558,122.3290329,23.6445655822754122.329032897949
23.5289122.2512,23.5289,122.2512,23.5289122.2512
23.4876122.2224,23.4876,122.2224,23.4876122.2224
23.5371122.2111,23.5371,122.2111,23.5371122.2111
23.5312122.2189,23.5312,122.2189,23.5312122.2189
23.5313122.2561,23.5313,122.2561,23.5313122.2561
23.4189122.1546,23.4189,122.1546,23.4189122.1546
23.3040504455566121.954833984375,23.30405045,121.954834,23.3040504455566121.954833984375
23.3909122.2154,23.3909,122.2154,23.3909122.2154
23.4189122.1584,23.4189,122.1584,23.4189122.1584
23.4172122.1519,23.4172,122.1519,23.4172122.1519
23.4436122.1589,23.4436,122.1589,23.4436122.1589
23.4258122.18,23.4258,122.18,23.4258122.18
23.4223122.1621,23.4223,122.1621,23.4223122.1621
23.4158122.224,23.4158,122.224,23.4158122.224
23.387122.212,23.387,122.212,23.387122.212
23.4194122.1722,23.4194,122.1722,23.4194122.1722
23.4069122.1781,23.4069,122.1781,23.4069122.1781
23.407122.2259,23.407,122.2259,23.407122.2259
23.4149122.2206,23.4149,122.2206,23.4149122.2206
23.4229122.1959,23.4229,122.1959,23.4229122.1959
23.4425122.259,23.4425,122.259,23.4425122.259
23.0681122.0703,23.0681,122.0703,23.0681122.0703
23.0686122.0599,23.0686,122.0599,23.0686122.0599
23.0653122.0325,23.0653,122.0325,23.0653122.0325
23.0655122.082,23.0655,122.082,23.0655122.082
23.0302121.4893,23.0302,121.4893,23.0302121.4893
23.0302121.4893,23.0302,121.4893,23.0302121.4893
23.4734122.2206,23.4734,122.2206,23.4734122.2206
23.4649122.2236,23.4649,122.2236,23.4649122.2236
23.5149122.2719,23.5149,122.2719,23.5149122.2719
23.4216122.2584,23.4216,122.2584,23.4216122.2584
23.445122.2489,23.445,122.2489,23.445122.2489
23.4898122.2959,23.4898,122.2959,23.4898122.2959
23.4576122.2901,23.4576,122.2901,23.4576122.2901
23.4671122.2579,23.4671,122.2579,23.4671122.2579
23.4629122.2479,23.4629,122.2479,23.4629122.2479
23.4641122.2506,23.4641,122.2506,23.4641122.2506
23.5611122.2086,23.5611,122.2086,23.5611122.2086
23.5681122.2213,23.5681,122.2213,23.5681122.2213
23.5457122.2081,23.5457,122.2081,23.5457122.2081
23.5485122.1929,23.5485,122.1929,23.5485122.1929
23.5529122.1909,23.5529,122.1909,23.5529122.1909
23.5513122.2134,23.5513,122.2134,23.5513122.2134
23.5564122.2064,23.5564,122.2064,23.5564122.2064
23.544122.2011,23.544,122.2011,23.544122.2011
23.5497122.1874,23.5497,122.1874,23.5497122.1874
23.5818122.2377,23.5818,122.2377,23.5818122.2377
23.5644122.2065,23.5644,122.2065,23.5644122.2065
23.5655122.2248,23.5655,122.2248,23.5655122.2248
23.6099122.2542,23.6099,122.2542,23.6099122.2542
23.601770401001122.383415222168,23.6017704,122.3834152,23.601770401001122.383415222168
23.5536122.198,23.5536,122.198,23.5536122.198
23.5845122.2186,23.5845,122.2186,23.5845122.2186
23.561122.1796,23.561,122.1796,23.561122.1796
23.5805122.1729,23.5805,122.1729,23.5805122.1729
23.5519122.2055,23.5519,122.2055,23.5519122.2055
23.5401122.2403,23.5401,122.2403,23.5401122.2403
23.5587122.2612,23.5587,122.2612,23.5587122.2612
23.5587122.2612,23.5587,122.2612,23.5587122.2612
23.5463122.2634,23.5463,122.2634,23.5463122.2634
23.4313122.1339,23.4313,122.1339,23.4313122.1339
23.3977122.1744,23.3977,122.1744,23.3977122.1744
23.4045122.1752,23.4045,122.1752,23.4045122.1752
23.4032122.1523,23.4032,122.1523,23.4032122.1523
23.4132122.1432,23.4132,122.1432,23.4132122.1432
23.4324122.1515,23.4324,122.1515,23.4324122.1515
23.3918122.1911,23.3918,122.1911,23.3918122.1911
23.416122.2027,23.416,122.2027,23.416122.2027
23.3985122.1965,23.3985,122.1965,23.3985122.1965
23.3924122.228,23.3924,122.228,23.3924122.228
23.4142122.1612,23.4142,122.1612,23.4142122.1612
23.4288122.2072,23.4288,122.2072,23.4288122.2072
23.4625122.2262,23.4625,122.2262,23.4625122.2262
23.4538122.2775,23.4538,122.2775,23.4538122.2775
23.4069122.2535,23.4069,122.2535,23.4069122.2535
23.47122.1006,23.47,122.1006,23.47122.1006
23.5041122.1556,23.5041,122.1556,23.5041122.1556
23.4664122.0937,23.4664,122.0937,23.4664122.0937
23.4694122.113,23.4694,122.113,23.4694122.113
23.5073122.1216,23.5073,122.1216,23.5073122.1216
23.4002122.2225,23.4002,122.2225,23.4002122.2225
23.4089122.2331,23.4089,122.2331,23.4089122.2331
23.531122.2014,23.531,122.2014,23.531122.2014
23.5107122.128,23.5107,122.128,23.5107122.128
23.4954122.1126,23.4954,122.1126,23.4954122.1126
23.4919122.1226,23.4919,122.1226,23.4919122.1226
23.7526122.284,23.7526,122.284,23.7526122.284
23.7461122.2728,23.7461,122.2728,23.7461122.2728
23.7715122.3138,23.7715,122.3138,23.7715122.3138
23.7819122.3469,23.7819,122.3469,23.7819122.3469
23.754122.2414,23.754,122.2414,23.754122.2414
23.798122.3699,23.798,122.3699,23.798122.3699
23.793122.2484,23.793,122.2484,23.793122.2484
23.7503122.223,23.7503,122.223,23.7503122.223
23.6836122.1046,23.6836,122.1046,23.6836122.1046
23.6878122.1115,23.6878,122.1115,23.6878122.1115
23.6644122.2508,23.6644,122.2508,23.6644122.2508
23.6406122.2137,23.6406,122.2137,23.6406122.2137
23.6354122.2057,23.6354,122.2057,23.6354122.2057
23.6562122.1977,23.6562,122.1977,23.6562122.1977
23.6719122.1947,23.6719,122.1947,23.6719122.1947
23.7071122.3016,23.7071,122.3016,23.7071122.3016
23.7119122.2458,23.7119,122.2458,23.7119122.2458
23.6989122.2197,23.6989,122.2197,23.6989122.2197
23.480541229248122.317420959473,23.48054123,122.317421,23.480541229248122.317420959473
23.4317122.2136,23.4317,122.2136,23.4317122.2136
23.3981122.1628,23.3981,122.1628,23.3981122.1628
23.4079122.1596,23.4079,122.1596,23.4079122.1596
23.4231122.1674,23.4231,122.1674,23.4231122.1674
23.4112122.165,23.4112,122.165,23.4112122.165
23.4081122.1918,23.4081,122.1918,23.4081122.1918
23.4292122.2216,23.4292,122.2216,23.4292122.2216
23.4183122.1972,23.4183,122.1972,23.4183122.1972
23.4708122.2932,23.4708,122.2932,23.4708122.2932
23.4445122.2142,23.4445,122.2142,23.4445122.2142
23.4464122.2542,23.4464,122.2542,23.4464122.2542
23.3976122.247,23.3976,122.247,23.3976122.247
23.4037122.13,23.4037,122.13,23.4037122.13
23.432122.1969,23.432,122.1969,23.432122.1969
23.4241122.1943,23.4241,122.1943,23.4241122.1943
23.4087122.2198,23.4087,122.2198,23.4087122.2198
23.4223122.2249,23.4223,122.2249,23.4223122.2249
23.426122.2786,23.426,122.2786,23.426122.2786
23.4116122.156,23.4116,122.156,23.4116122.156
23.436122.1417,23.436,122.1417,23.436122.1417
23.4192122.2721,23.4192,122.2721,23.4192122.2721
23.462122.1756,23.462,122.1756,23.462122.1756
23.4004122.2077,23.4004,122.2077,23.4004122.2077
23.43122.2539,23.43,122.2539,23.43122.2539
23.5043122.2798,23.5043,122.2798,23.5043122.2798
23.5011122.2727,23.5011,122.2727,23.5011122.2727
23.4435122.208,23.4435,122.208,23.4435122.208
23.501122.2406,23.501,122.2406,23.501122.2406
23.5574122.3454,23.5574,122.3454,23.5574122.3454
23.4303122.2508,23.4303,122.2508,23.4303122.2508
23.437122.2076,23.437,122.2076,23.437122.2076
23.4708122.2651,23.4708,122.2651,23.4708122.2651
23.4907122.2529,23.4907,122.2529,23.4907122.2529
23.4784122.2252,23.4784,122.2252,23.4784122.2252
23.4151122.2057,23.4151,122.2057,23.4151122.2057
23.415122.2262,23.415,122.2262,23.415122.2262
23.4373122.2616,23.4373,122.2616,23.4373122.2616
23.4797122.1545,23.4797,122.1545,23.4797122.1545
23.4725122.2339,23.4725,122.2339,23.4725122.2339
23.5608122.244,23.5608,122.244,23.5608122.244
23.5349122.272,23.5349,122.272,23.5349122.272
23.5693122.2947,23.5693,122.2947,23.5693122.2947
23.5715122.2714,23.5715,122.2714,23.5715122.2714
23.5681122.2649,23.5681,122.2649,23.5681122.2649
23.5851122.2814,23.5851,122.2814,23.5851122.2814
23.5348122.2287,23.5348,122.2287,23.5348122.2287
23.538122.2243,23.538,122.2243,23.538122.2243
23.5364122.2343,23.5364,122.2343,23.5364122.2343
23.5364122.2343,23.5364,122.2343,23.5364122.2343
23.5597190856934122.439529418945,23.55971909,122.4395294,23.5597190856934122.439529418945
23.3996122.2325,23.3996,122.2325,23.3996122.2325
23.4512122.2898,23.4512,122.2898,23.4512122.2898
23.4133122.1768,23.4133,122.1768,23.4133122.1768
23.3952122.1969,23.3952,122.1969,23.3952122.1969
23.3824122.1757,23.3824,122.1757,23.3824122.1757
23.4375122.2941,23.4375,122.2941,23.4375122.2941
23.4103122.2591,23.4103,122.2591,23.4103122.2591
23.4124122.265,23.4124,122.265,23.4124122.265
23.4572122.1896,23.4572,122.1896,23.4572122.1896
23.5154122.2593,23.5154,122.2593,23.5154122.2593
23.4514122.2433,23.4514,122.2433,23.4514122.2433
23.4722122.2267,23.4722,122.2267,23.4722122.2267
23.4645122.2785,23.4645,122.2785,23.4645122.2785
23.5266122.2496,23.5266,122.2496,23.5266122.2496
23.4318122.1729,23.4318,122.1729,23.4318122.1729
23.4882122.3363,23.4882,122.3363,23.4882122.3363
23.4555122.2553,23.4555,122.2553,23.4555122.2553
23.4333122.2012,23.4333,122.2012,23.4333122.2012
23.454122.2322,23.454,122.2322,23.454122.2322
23.4679122.2559,23.4679,122.2559,23.4679122.2559
23.4582122.3168,23.4582,122.3168,23.4582122.3168
23.4484122.2908,23.4484,122.2908,23.4484122.2908
23.4815122.2828,23.4815,122.2828,23.4815122.2828
23.4815122.2828,23.4815,122.2828,23.4815122.2828
23.4939122.3227,23.4939,122.3227,23.4939122.3227
23.4297122.2492,23.4297,122.2492,23.4297122.2492
23.0698122.1088,23.0698,122.1088,23.0698122.1088
23.0704122.0941,23.0704,122.0941,23.0704122.0941
23.0506122.1462,23.0506,122.1462,23.0506122.1462
23.0824122.0658,23.0824,122.0658,23.0824122.0658
23.0995122.1516,23.0995,122.1516,23.0995122.1516
23.0995122.1264,23.0995,122.1264,23.0995122.1264
23.0585122.1073,23.0585,122.1073,23.0585122.1073
23.0596122.0883,23.0596,122.0883,23.0596122.0883
23.0211122.1876,23.0211,122.1876,23.0211122.1876
23.0582122.0888,23.0582,122.0888,23.0582122.0888
23.0393122.0813,23.0393,122.0813,23.0393122.0813
23.0371122.1064,23.0371,122.1064,23.0371122.1064
23.0641122.0874,23.0641,122.0874,23.0641122.0874
23.0655122.0597,23.0655,122.0597,23.0655122.0597
23.1049122.1233,23.1049,122.1233,23.1049122.1233
23.1047122.1027,23.1047,122.1027,23.1047122.1027
23.0998122.2449,23.0998,122.2449,23.0998122.2449
23.1086122.1576,23.1086,122.1576,23.1086122.1576
23.1137122.1546,23.1137,122.1546,23.1137122.1546
23.1131122.1246,23.1131,122.1246,23.1131122.1246
23.0998122.1179,23.0998,122.1179,23.0998122.1179
23.064122.1584,23.064,122.1584,23.064122.1584
23.0555122.1564,23.0555,122.1564,23.0555122.1564
23.0622122.1174,23.0622,122.1174,23.0622122.1174
23.0651122.1346,23.0651,122.1346,23.0651122.1346
23.0613122.149,23.0613,122.149,23.0613122.149
23.0362122.4099,23.0362,122.4099,23.0362122.4099
23.0362122.4099,23.0362,122.4099,23.0362122.4099
23.4657122.2096,23.4657,122.2096,23.4657122.2096
23.4186122.167,23.4186,122.167,23.4186122.167
23.4177122.1611,23.4177,122.1611,23.4177122.1611
23.3956122.1858,23.3956,122.1858,23.3956122.1858
23.3999122.1486,23.3999,122.1486,23.3999122.1486
23.3843122.1905,23.3843,122.1905,23.3843122.1905
23.3801122.1944,23.3801,122.1944,23.3801122.1944
23.3869122.1979,23.3869,122.1979,23.3869122.1979
23.3818122.1616,23.3818,122.1616,23.3818122.1616
23.3941122.2545,23.3941,122.2545,23.3941122.2545
23.3756122.2455,23.3756,122.2455,23.3756122.2455
23.4727122.2606,23.4727,122.2606,23.4727122.2606
23.4584122.3254,23.4584,122.3254,23.4584122.3254
23.4484122.2163,23.4484,122.2163,23.4484122.2163
23.4908122.2099,23.4908,122.2099,23.4908122.2099
23.5369122.1759,23.5369,122.1759,23.5369122.1759
23.538122.178,23.538,122.178,23.538122.178
23.45122.177,23.45,122.177,23.45122.177
23.464122.181,23.464,122.181,23.464122.181
23.4866122.2061,23.4866,122.2061,23.4866122.2061
23.4994122.2453,23.4994,122.2453,23.4994122.2453
23.4654122.2057,23.4654,122.2057,23.4654122.2057
23.4967122.1455,23.4967,122.1455,23.4967122.1455
23.4954122.1468,23.4954,122.1468,23.4954122.1468
23.4943122.3394,23.4943,122.3394,23.4943122.3394
23.4783122.2895,23.4783,122.2895,23.4783122.2895
23.4679122.2643,23.4679,122.2643,23.4679122.2643
23.4469122.1979,23.4469,122.1979,23.4469122.1979
23.4721122.1828,23.4721,122.1828,23.4721122.1828
23.4545122.211,23.4545,122.211,23.4545122.211
23.4404122.2393,23.4404,122.2393,23.4404122.2393
23.4559122.2219,23.4559,122.2219,23.4559122.2219
23.443122.23,23.443,122.23,23.443122.23
23.4694122.4021,23.4694,122.4021,23.4694122.4021
23.4784122.316,23.4784,122.316,23.4784122.316
23.5057122.3011,23.5057,122.3011,23.5057122.3011
23.5236122.3423,23.5236,122.3423,23.5236122.3423
23.4361122.2861,23.4361,122.2861,23.4361122.2861
23.4155122.2302,23.4155,122.2302,23.4155122.2302
23.4319122.2667,23.4319,122.2667,23.4319122.2667
23.4225122.2409,23.4225,122.2409,23.4225122.2409
23.4119122.2318,23.4119,122.2318,23.4119122.2318
23.4109122.1862,23.4109,122.1862,23.4109122.1862
23.4163122.1906,23.4163,122.1906,23.4163122.1906
23.4306122.2555,23.4306,122.2555,23.4306122.2555
23.4192122.2289,23.4192,122.2289,23.4192122.2289
23.4451122.2492,23.4451,122.2492,23.4451122.2492
23.4182122.2288,23.4182,122.2288,23.4182122.2288
23.4234122.2509,23.4234,122.2509,23.4234122.2509
23.4494122.3181,23.4494,122.3181,23.4494122.3181
23.4284122.2128,23.4284,122.2128,23.4284122.2128
23.4453122.2252,23.4453,122.2252,23.4453122.2252
23.4052122.2406,23.4052,122.2406,23.4052122.2406
23.4866122.2716,23.4866,122.2716,23.4866122.2716
23.5345122.2368,23.5345,122.2368,23.5345122.2368
23.5345122.2368,23.5345,122.2368,23.5345122.2368
23.4772122.3373,23.4772,122.3373,23.4772122.3373
23.4819122.3932,23.4819,122.3932,23.4819122.3932
23.4612122.273,23.4612,122.273,23.4612122.273
23.9078122.6805,23.9078,122.6805,23.9078122.6805
23.9009122.7186,23.9009,122.7186,23.9009122.7186
23.9349122.5623,23.9349,122.5623,23.9349122.5623
23.445122.2761,23.445,122.2761,23.445122.2761
23.4566122.3065,23.4566,122.3065,23.4566122.3065
23.475227355957122.416389465332,23.47522736,122.4163895,23.475227355957122.416389465332
23.4505122.2145,23.4505,122.2145,23.4505122.2145
23.4155122.2094,23.4155,122.2094,23.4155122.2094
23.4309122.2584,23.4309,122.2584,23.4309122.2584
23.3974122.1787,23.3974,122.1787,23.3974122.1787
23.3982122.1542,23.3982,122.1542,23.3982122.1542
