ROWNUM,X,Y,FEEDER
22.8529122.0408,22.8529,122.0408,22.8529122.0408
22.8801122.0365,22.8801,122.0365,22.8801122.0365
22.8566122.0497,22.8566,122.0497,22.8566122.0497
22.8026122.061,22.8026,122.061,22.8026122.061
22.8618122.0845,22.8618,122.0845,22.8618122.0845
22.8618122.0845,22.8618,122.0845,22.8618122.0845
22.7672122.0806,22.7672,122.0806,22.7672122.0806
22.7645122.1055,22.7645,122.1055,22.7645122.1055
22.8233122.5306,22.8233,122.5306,22.8233122.5306
22.8086122.565,22.8086,122.565,22.8086122.565
22.8036122.5647,22.8036,122.5647,22.8036122.5647
22.8052122.5635,22.8052,122.5635,22.8052122.5635
22.7078121.7702,22.7078,121.7702,22.7078121.7702
22.697121.7895,22.697,121.7895,22.697121.7895
22.6848121.7652,22.6848,121.7652,22.6848121.7652
22.6817121.7732,22.6817,121.7732,22.6817121.7732
22.7177121.7453,22.7177,121.7453,22.7177121.7453
22.6914121.769,22.6914,121.769,22.6914121.769
22.7065121.7553,22.7065,121.7553,22.7065121.7553
22.8121122.0359,22.8121,122.0359,22.8121122.0359
22.7658122.0514,22.7658,122.0514,22.7658122.0514
22.7895122.0302,22.7895,122.0302,22.7895122.0302
22.7895122.0302,22.7895,122.0302,22.7895122.0302
22.8016122.0263,22.8016,122.0263,22.8016122.0263
22.795122.0407,22.795,122.0407,22.795122.0407
22.7363122.1056,22.7363,122.1056,22.7363122.1056
22.7971122.036,22.7971,122.036,22.7971122.036
22.7971122.036,22.7971,122.036,22.7971122.036
22.7843122.0405,22.7843,122.0405,22.7843122.0405
22.8029122.0441,22.8029,122.0441,22.8029122.0441
22.8029122.0441,22.8029,122.0441,22.8029122.0441
22.3233661651611122.624244689941,22.32336617,122.6242447,22.3233661651611122.624244689941
22.7704122.0621,22.7704,122.0621,22.7704122.0621
22.8471122.0186,22.8471,122.0186,22.8471122.0186
22.8471122.0186,22.8471,122.0186,22.8471122.0186
22.6873121.7774,22.6873,121.7774,22.6873121.7774
22.6734121.7991,22.6734,121.7991,22.6734121.7991
22.7022121.7709,22.7022,121.7709,22.7022121.7709
22.6674121.817,22.6674,121.817,22.6674121.817
22.7925122.0138,22.7925,122.0138,22.7925122.0138
22.7925122.0138,22.7925,122.0138,22.7925122.0138
22.795122.0513,22.795,122.0513,22.795122.0513
22.8122.0404,22.8,122.0404,22.8122.0404
22.7996122.0466,22.7996,122.0466,22.7996122.0466
22.8016122.0627,22.8016,122.0627,22.8016122.0627
22.8015122.0672,22.8015,122.0672,22.8015122.0672
22.8015122.0672,22.8015,122.0672,22.8015122.0672
22.375545501709122.569030761719,22.3755455,122.5690308,22.375545501709122.569030761719
22.7673122.0362,22.7673,122.0362,22.7673122.0362
22.7985122.1016,22.7985,122.1016,22.7985122.1016
22.7685122.0416,22.7685,122.0416,22.7685122.0416
22.7052122.6366,22.7052,122.6366,22.7052122.6366
22.7489122.611,22.7489,122.611,22.7489122.611
22.6656121.815,22.6656,121.815,22.6656121.815
22.6649121.8049,22.6649,121.8049,22.6649121.8049
22.6711121.8288,22.6711,121.8288,22.6711121.8288
22.7088121.7611,22.7088,121.7611,22.7088121.7611
22.7069121.7687,22.7069,121.7687,22.7069121.7687
22.6922121.7827,22.6922,121.7827,22.6922121.7827
22.6761121.8248,22.6761,121.8248,22.6761121.8248
22.7295122.1021,22.7295,122.1021,22.7295122.1021
22.7321122.1044,22.7321,122.1044,22.7321122.1044
22.7812122.0714,22.7812,122.0714,22.7812122.0714
22.7582122.1137,22.7582,122.1137,22.7582122.1137
22.7656122.0995,22.7656,122.0995,22.7656122.0995
22.8119122.1206,22.8119,122.1206,22.8119122.1206
22.7317122.112,22.7317,122.112,22.7317122.112
22.7879122.0934,22.7879,122.0934,22.7879122.0934
22.7253121.7732,22.7253,121.7732,22.7253121.7732
22.7343121.7721,22.7343,121.7721,22.7343121.7721
22.698121.7934,22.698,121.7934,22.698121.7934
22.7022121.7943,22.7022,121.7943,22.7022121.7943
22.7554122.1445,22.7554,122.1445,22.7554122.1445
22.7991122.0267,22.7991,122.0267,22.7991122.0267
22.7991122.0267,22.7991,122.0267,22.7991122.0267
22.8584122.0647,22.8584,122.0647,22.8584122.0647
22.8584122.0647,22.8584,122.0647,22.8584122.0647
22.747122.5574,22.747,122.5574,22.747122.5574
22.7771122.0988,22.7771,122.0988,22.7771122.0988
22.6782122.6512,22.6782,122.6512,22.6782122.6512
22.7471122.6192,22.7471,122.6192,22.7471122.6192
22.7662122.5522,22.7662,122.5522,22.7662122.5522
22.7695122.1248,22.7695,122.1248,22.7695122.1248
22.7612122.1257,22.7612,122.1257,22.7612122.1257
22.7493122.152,22.7493,122.152,22.7493122.152
22.7424122.1289,22.7424,122.1289,22.7424122.1289
22.7326122.1581,22.7326,122.1581,22.7326122.1581
22.7629122.1191,22.7629,122.1191,22.7629122.1191
22.7855122.1066,22.7855,122.1066,22.7855122.1066
22.7646122.1295,22.7646,122.1295,22.7646122.1295
22.7934122.1192,22.7934,122.1192,22.7934122.1192
22.7425122.1548,22.7425,122.1548,22.7425122.1548
22.8197122.1196,22.8197,122.1196,22.8197122.1196
22.6744121.8331,22.6744,121.8331,22.6744121.8331
22.6783121.8196,22.6783,121.8196,22.6783121.8196
22.2516765594482122.213203430176,22.25167656,122.2132034,22.2516765594482122.213203430176
22.6737121.8204,22.6737,121.8204,22.6737121.8204
22.7815122.0753,22.7815,122.0753,22.7815122.0753
22.7897122.0628,22.7897,122.0628,22.7897122.0628
22.7699122.0763,22.7699,122.0763,22.7699122.0763
22.7712122.0729,22.7712,122.0729,22.7712122.0729
22.7871122.0393,22.7871,122.0393,22.7871122.0393
22.7659122.0482,22.7659,122.0482,22.7659122.0482
22.7428122.1004,22.7428,122.1004,22.7428122.1004
22.8059122.1279,22.8059,122.1279,22.8059122.1279
22.8112122.1257,22.8112,122.1257,22.8112122.1257
22.8605122.0652,22.8605,122.0652,22.8605122.0652
22.7436122.5148,22.7436,122.5148,22.7436122.5148
22.7481122.4624,22.7481,122.4624,22.7481122.4624
22.7404122.5569,22.7404,122.5569,22.7404122.5569
22.7561122.5305,22.7561,122.5305,22.7561122.5305
22.753122.5581,22.753,122.5581,22.753122.5581
22.7529122.5455,22.7529,122.5455,22.7529122.5455
22.7344122.5765,22.7344,122.5765,22.7344122.5765
22.7728122.6408,22.7728,122.6408,22.7728122.6408
22.8705122.1259,22.8705,122.1259,22.8705122.1259
22.8705122.1259,22.8705,122.1259,22.8705122.1259
22.8727122.024,22.8727,122.024,22.8727122.024
22.8727122.024,22.8727,122.024,22.8727122.024
22.687121.814,22.687,121.814,22.687121.814
22.6913121.8047,22.6913,121.8047,22.6913121.8047
22.6666121.8237,22.6666,121.8237,22.6666121.8237
22.6566121.8343,22.6566,121.8343,22.6566121.8343
22.7031121.8009,22.7031,121.8009,22.7031121.8009
22.6791121.8134,22.6791,121.8134,22.6791121.8134
22.8622122.0674,22.8622,122.0674,22.8622122.0674
22.8622122.0674,22.8622,122.0674,22.8622122.0674
22.8556122.0588,22.8556,122.0588,22.8556122.0588
22.8562122.0571,22.8562,122.0571,22.8562122.0571
22.8487122.0437,22.8487,122.0437,22.8487122.0437
22.1887493133545122.291160583496,22.18874931,122.2911606,22.1887493133545122.291160583496
22.7143122.669,22.7143,122.669,22.7143122.669
22.7394122.6195,22.7394,122.6195,22.7394122.6195
22.7531122.5955,22.7531,122.5955,22.7531122.5955
22.6538121.8362,22.6538,121.8362,22.6538121.8362
22.8212122.0469,22.8212,122.0469,22.8212122.0469
22.8212122.0469,22.8212,122.0469,22.8212122.0469
22.8185122.0554,22.8185,122.0554,22.8185122.0554
22.8103122.0752,22.8103,122.0752,22.8103122.0752
22.4703769683838122.556732177734,22.47037697,122.5567322,22.4703769683838122.556732177734
22.8312122.056,22.8312,122.056,22.8312122.056
22.8312122.056,22.8312,122.056,22.8312122.056
22.815122.5426,22.815,122.5426,22.815122.5426
22.8097122.5955,22.8097,122.5955,22.8097122.5955
22.7859122.5833,22.7859,122.5833,22.7859122.5833
22.8325122.047,22.8325,122.047,22.8325122.047
22.8325122.047,22.8325,122.047,22.8325122.047
22.8329122.049,22.8329,122.049,22.8329122.049
22.8329122.049,22.8329,122.049,22.8329122.049
22.8175122.0504,22.8175,122.0504,22.8175122.0504
22.8175122.0504,22.8175,122.0504,22.8175122.0504
22.8153122.0555,22.8153,122.0555,22.8153122.0555
22.8153122.0555,22.8153,122.0555,22.8153122.0555
22.8197122.0647,22.8197,122.0647,22.8197122.0647
22.8197122.0647,22.8197,122.0647,22.8197122.0647
22.9395121.8064,22.9395,121.8064,22.9395121.8064
22.4864807128906122.561553955078,22.48648071,122.561554,22.4864807128906122.561553955078
22.8335122.1093,22.8335,122.1093,22.8335122.1093
22.8214122.1144,22.8214,122.1144,22.8214122.1144
22.7805122.0462,22.7805,122.0462,22.7805122.0462
22.7805122.0462,22.7805,122.0462,22.7805122.0462
22.7884122.0479,22.7884,122.0479,22.7884122.0479
22.7884122.0479,22.7884,122.0479,22.7884122.0479
22.4241924285889122.58341217041,22.42419243,122.5834122,22.4241924285889122.58341217041
22.8221122.0586,22.8221,122.0586,22.8221122.0586
22.8265122.048,22.8265,122.048,22.8265122.048
22.2560291290283122.257041931152,22.25602913,122.2570419,22.2560291290283122.257041931152
22.6993121.8197,22.6993,121.8197,22.6993121.8197
22.6925121.8253,22.6925,121.8253,22.6925121.8253
22.6994121.8187,22.6994,121.8187,22.6994121.8187
22.6714121.8538,22.6714,121.8538,22.6714121.8538
22.6812121.8458,22.6812,121.8458,22.6812121.8458
22.6551121.8677,22.6551,121.8677,22.6551121.8677
22.6786121.8447,22.6786,121.8447,22.6786121.8447
22.7283121.7994,22.7283,121.7994,22.7283121.7994
22.7283121.7994,22.7283,121.7994,22.7283121.7994
22.6724121.8338,22.6724,121.8338,22.6724121.8338
22.6822121.8214,22.6822,121.8214,22.6822121.8214
22.8168122.6005,22.8168,122.6005,22.8168122.6005
22.8168122.6005,22.8168,122.6005,22.8168122.6005
22.7734122.577,22.7734,122.577,22.7734122.577
22.7767122.5744,22.7767,122.5744,22.7767122.5744
22.7472122.1814,22.7472,122.1814,22.7472122.1814
22.8861122.0858,22.8861,122.0858,22.8861122.0858
22.8172122.1135,22.8172,122.1135,22.8172122.1135
22.8121122.098,22.8121,122.098,22.8121122.098
22.8259122.0863,22.8259,122.0863,22.8259122.0863
22.8358122.0976,22.8358,122.0976,22.8358122.0976
22.8757122.0723,22.8757,122.0723,22.8757122.0723
22.8658122.1031,22.8658,122.1031,22.8658122.1031
22.8493122.0878,22.8493,122.0878,22.8493122.0878
22.8493122.0878,22.8493,122.0878,22.8493122.0878
22.8207122.0948,22.8207,122.0948,22.8207122.0948
22.8207122.0948,22.8207,122.0948,22.8207122.0948
22.055290222168122.248374938965,22.05529022,122.2483749,22.055290222168122.248374938965
22.6357121.7787,22.6357,121.7787,22.6357121.7787
22.7304122.2384,22.7304,122.2384,22.7304122.2384
22.7464122.5823,22.7464,122.5823,22.7464122.5823
22.7464122.5823,22.7464,122.5823,22.7464122.5823
22.6234121.8274,22.6234,121.8274,22.6234121.8274
22.6917121.8056,22.6917,121.8056,22.6917121.8056
22.6422121.8479,22.6422,121.8479,22.6422121.8479
22.6979121.7951,22.6979,121.7951,22.6979121.7951
22.6747121.8127,22.6747,121.8127,22.6747121.8127
22.793122.1332,22.793,122.1332,22.793122.1332
22.744122.1447,22.744,122.1447,22.744122.1447
22.8257122.1029,22.8257,122.1029,22.8257122.1029
22.8307122.1008,22.8307,122.1008,22.8307122.1008
22.7713122.1071,22.7713,122.1071,22.7713122.1071
22.7671122.1607,22.7671,122.1607,22.7671122.1607
22.7931122.1142,22.7931,122.1142,22.7931122.1142
22.7773122.0936,22.7773,122.0936,22.7773122.0936
22.6192121.8058,22.6192,121.8058,22.6192121.8058
22.8493122.1399,22.8493,122.1399,22.8493122.1399
22.8128122.1147,22.8128,122.1147,22.8128122.1147
22.8125122.1133,22.8125,122.1133,22.8125122.1133
22.8253122.0981,22.8253,122.0981,22.8253122.0981
22.8253122.0981,22.8253,122.0981,22.8253122.0981
22.8152122.0852,22.8152,122.0852,22.8152122.0852
23.7224122.0068,23.7224,122.0068,23.7224122.0068
23.7241122.0044,23.7241,122.0044,23.7241122.0044
22.7169121.8074,22.7169,121.8074,22.7169121.8074
22.7635121.7794,22.7635,121.7794,22.7635121.7794
22.7594122.5785,22.7594,122.5785,22.7594122.5785
22.7594122.5785,22.7594,122.5785,22.7594122.5785
22.8287122.0742,22.8287,122.0742,22.8287122.0742
22.8287122.0742,22.8287,122.0742,22.8287122.0742
22.6931121.8175,22.6931,121.8175,22.6931121.8175
22.6836121.8128,22.6836,121.8128,22.6836121.8128
22.1340236663818122.390830993652,22.13402367,122.390831,22.1340236663818122.390830993652
22.6583121.8362,22.6583,121.8362,22.6583121.8362
22.6789121.8036,22.6789,121.8036,22.6789121.8036
22.6832121.817,22.6832,121.817,22.6832121.817
22.6612121.8179,22.6612,121.8179,22.6612121.8179
22.6731121.8161,22.6731,121.8161,22.6731121.8161
22.6926121.8206,22.6926,121.8206,22.6926121.8206
22.7049121.8127,22.7049,121.8127,22.7049121.8127
22.6795121.8237,22.6795,121.8237,22.6795121.8237
22.6858121.8227,22.6858,121.8227,22.6858121.8227
22.653121.8551,22.653,121.8551,22.653121.8551
22.7151121.8056,22.7151,121.8056,22.7151121.8056
22.6359121.865,22.6359,121.865,22.6359121.865
22.7867122.152,22.7867,122.152,22.7867122.152
22.6708121.8234,22.6708,121.8234,22.6708121.8234
22.6782121.822,22.6782,121.822,22.6782121.822
22.6539121.8513,22.6539,121.8513,22.6539121.8513
22.6895121.8137,22.6895,121.8137,22.6895121.8137
22.1625690460205122.370872497559,22.16256905,122.3708725,22.1625690460205122.370872497559
22.6834121.8212,22.6834,121.8212,22.6834121.8212
22.6942121.8217,22.6942,121.8217,22.6942121.8217
22.7313121.7948,22.7313,121.7948,22.7313121.7948
22.3297121.9328,22.3297,121.9328,22.3297121.9328
22.3302121.9386,22.3302,121.9386,22.3302121.9386
22.3332122.2245,22.3332,122.2245,22.3332122.2245
22.6622121.8512,22.6622,121.8512,22.6622121.8512
22.8265122.1573,22.8265,122.1573,22.8265122.1573
22.8459122.1735,22.8459,122.1735,22.8459122.1735
22.8305122.2101,22.8305,122.2101,22.8305122.2101
22.8042122.2402,22.8042,122.2402,22.8042122.2402
22.6662121.8853,22.6662,121.8853,22.6662121.8853
22.6822121.8666,22.6822,121.8666,22.6822121.8666
22.6955121.8423,22.6955,121.8423,22.6955121.8423
22.6918121.8264,22.6918,121.8264,22.6918121.8264
22.2289772033691122.288284301758,22.2289772,122.2882843,22.2289772033691122.288284301758
22.6678121.8386,22.6678,121.8386,22.6678121.8386
22.6738121.8563,22.6738,121.8563,22.6738121.8563
22.6354121.8841,22.6354,121.8841,22.6354121.8841
22.7095121.8085,22.7095,121.8085,22.7095121.8085
22.682121.8307,22.682,121.8307,22.682121.8307
22.728121.8263,22.728,121.8263,22.728121.8263
22.766121.7784,22.766,121.7784,22.766121.7784
22.6805121.8472,22.6805,121.8472,22.6805121.8472
22.6848121.8218,22.6848,121.8218,22.6848121.8218
22.6126121.8424,22.6126,121.8424,22.6126121.8424
22.6064121.8482,22.6064,121.8482,22.6064121.8482
22.6855121.8425,22.6855,121.8425,22.6855121.8425
22.6816121.8633,22.6816,121.8633,22.6816121.8633
22.6961121.8208,22.6961,121.8208,22.6961121.8208
22.6866121.8392,22.6866,121.8392,22.6866121.8392
22.2430934906006122.295303344727,22.24309349,122.2953033,22.2430934906006122.295303344727
22.6667121.8733,22.6667,121.8733,22.6667121.8733
22.7025121.8481,22.7025,121.8481,22.7025121.8481
22.7376121.7793,22.7376,121.7793,22.7376121.7793
22.7393121.779,22.7393,121.779,22.7393121.779
22.7095121.8085,22.7095,121.8085,22.7095121.8085
22.7065121.8045,22.7065,121.8045,22.7065121.8045
22.7809122.1969,22.7809,122.1969,22.7809122.1969
22.6862121.8581,22.6862,121.8581,22.6862121.8581
22.7354121.805,22.7354,121.805,22.7354121.805
22.7822121.7459,22.7822,121.7459,22.7822121.7459
22.6789121.8627,22.6789,121.8627,22.6789121.8627
22.7048121.8349,22.7048,121.8349,22.7048121.8349
22.7339122.6332,22.7339,122.6332,22.7339122.6332
22.7451122.6332,22.7451,122.6332,22.7451122.6332
22.7459122.6303,22.7459,122.6303,22.7459122.6303
22.6635121.8983,22.6635,121.8983,22.6635121.8983
22.6734121.8648,22.6734,121.8648,22.6734121.8648
22.3897361755371122.18994140625,22.38973618,122.1899414,22.3897361755371122.18994140625
22.6734121.8761,22.6734,121.8761,22.6734121.8761
22.7071121.8348,22.7071,121.8348,22.7071121.8348
22.6999121.841,22.6999,121.841,22.6999121.841
22.7172121.8172,22.7172,121.8172,22.7172121.8172
22.71121.8284,22.71,121.8284,22.71121.8284
22.7798121.8043,22.7798,121.8043,22.7798121.8043
22.6977121.8383,22.6977,121.8383,22.6977121.8383
22.6863121.8433,22.6863,121.8433,22.6863121.8433
22.6783121.8486,22.6783,121.8486,22.6783121.8486
22.6953121.8457,22.6953,121.8457,22.6953121.8457
22.6949121.8362,22.6949,121.8362,22.6949121.8362
22.7158121.8108,22.7158,121.8108,22.7158121.8108
22.7251121.8094,22.7251,121.8094,22.7251121.8094
22.6934121.8364,22.6934,121.8364,22.6934121.8364
22.7178121.8144,22.7178,121.8144,22.7178121.8144
22.7034121.8276,22.7034,121.8276,22.7034121.8276
22.7075121.8239,22.7075,121.8239,22.7075121.8239
22.7047121.8138,22.7047,121.8138,22.7047121.8138
22.7156121.836,22.7156,121.836,22.7156121.836
22.8304122.0974,22.8304,122.0974,22.8304122.0974
22.8304122.0974,22.8304,122.0974,22.8304122.0974
22.3349122.3212,22.3349,122.3212,22.3349122.3212
22.7341121.792,22.7341,121.792,22.7341121.792
22.6924121.8404,22.6924,121.8404,22.6924121.8404
22.7015121.8252,22.7015,121.8252,22.7015121.8252
22.5436121.9333,22.5436,121.9333,22.5436121.9333
22.7037121.8373,22.7037,121.8373,22.7037121.8373
22.7274121.7996,22.7274,121.7996,22.7274121.7996
22.7292121.7993,22.7292,121.7993,22.7292121.7993
22.673121.8507,22.673,121.8507,22.673121.8507
22.3397122.287,22.3397,122.287,22.3397122.287
22.7437121.8603,22.7437,121.8603,22.7437121.8603
22.3689122.3928,22.3689,122.3928,22.3689122.3928
22.6293121.9194,22.6293,121.9194,22.6293121.9194
22.3635122.3247,22.3635,122.3247,22.3635122.3247
22.661121.8762,22.661,121.8762,22.661121.8762
22.6174121.8925,22.6174,121.8925,22.6174121.8925
22.6395121.8689,22.6395,121.8689,22.6395121.8689
22.62121.892,22.62,121.892,22.62121.892
22.6536121.879,22.6536,121.879,22.6536121.879
22.170934677124122.390403747559,22.17093468,122.3904037,22.170934677124122.390403747559
22.66121.8793,22.66,121.8793,22.66121.8793
22.7297121.8459,22.7297,121.8459,22.7297121.8459
22.7639121.8752,22.7639,121.8752,22.7639121.8752
22.8081122.1083,22.8081,122.1083,22.8081122.1083
22.9335122.0411,22.9335,122.0411,22.9335122.0411
22.9331122.0427,22.9331,122.0427,22.9331122.0427
22.8226122.1361,22.8226,122.1361,22.8226122.1361
22.8351122.1229,22.8351,122.1229,22.8351122.1229
22.8104122.1336,22.8104,122.1336,22.8104122.1336
22.8136122.0901,22.8136,122.0901,22.8136122.0901
22.8286122.1527,22.8286,122.1527,22.8286122.1527
22.6879121.8901,22.6879,121.8901,22.6879121.8901
22.6801121.9231,22.6801,121.9231,22.6801121.9231
22.3925122.435,22.3925,122.435,22.3925122.435
22.3796122.5972,22.3796,122.5972,22.3796122.5972
22.3656122.4471,22.3656,122.4471,22.3656122.4471
22.6349122.0557,22.6349,122.0557,22.6349122.0557
22.47705078125122.648124694824,22.47705078,122.6481247,22.47705078125122.648124694824
22.7929122.0971,22.7929,122.0971,22.7929122.0971
22.8105122.2764,22.8105,122.2764,22.8105122.2764
22.83122.2338,22.83,122.2338,22.83122.2338
22.8171122.2322,22.8171,122.2322,22.8171122.2322
22.8456122.1904,22.8456,122.1904,22.8456122.1904
22.8256122.2198,22.8256,122.2198,22.8256122.2198
22.6888121.9325,22.6888,121.9325,22.6888121.9325
22.7013121.9155,22.7013,121.9155,22.7013121.9155
22.6956121.9155,22.6956,121.9155,22.6956121.9155
22.6885121.9249,22.6885,121.9249,22.6885121.9249
22.6976121.9263,22.6976,121.9263,22.6976121.9263
22.687121.9314,22.687,121.9314,22.687121.9314
22.7041121.9141,22.7041,121.9141,22.7041121.9141
22.6957121.9247,22.6957,121.9247,22.6957121.9247
22.6873121.9361,22.6873,121.9361,22.6873121.9361
22.6773121.9497,22.6773,121.9497,22.6773121.9497
22.6976121.9111,22.6976,121.9111,22.6976121.9111
22.7015121.928,22.7015,121.928,22.7015121.928
22.7035121.9163,22.7035,121.9163,22.7035121.9163
22.7112121.9124,22.7112,121.9124,22.7112121.9124
22.3412075042725122.343704223633,22.3412075,122.3437042,22.3412075042725122.343704223633
22.7112121.9124,22.7112,121.9124,22.7112121.9124
22.7179121.9129,22.7179,121.9129,22.7179121.9129
22.2550983428955122.414321899414,22.25509834,122.4143219,22.2550983428955122.414321899414
22.7191121.9288,22.7191,121.9288,22.7191121.9288
22.7354121.9052,22.7354,121.9052,22.7354121.9052
22.7154121.9159,22.7154,121.9159,22.7154121.9159
22.7525121.9169,22.7525,121.9169,22.7525121.9169
22.7226121.8555,22.7226,121.8555,22.7226121.8555
22.7057121.8606,22.7057,121.8606,22.7057121.8606
22.6761121.8444,22.6761,121.8444,22.6761121.8444
22.6982121.8297,22.6982,121.8297,22.6982121.8297
22.5974121.9037,22.5974,121.9037,22.5974121.9037
22.6033121.8976,22.6033,121.8976,22.6033121.8976
22.666121.8865,22.666,121.8865,22.666121.8865
22.6807121.8902,22.6807,121.8902,22.6807121.8902
22.6907121.8731,22.6907,121.8731,22.6907121.8731
22.6902121.8748,22.6902,121.8748,22.6902121.8748
22.6712121.8787,22.6712,121.8787,22.6712121.8787
22.7342121.8786,22.7342,121.8786,22.7342121.8786
22.7479121.8817,22.7479,121.8817,22.7479121.8817
22.7454121.8599,22.7454,121.8599,22.7454121.8599
22.1179714202881122.375778198242,22.11797142,122.3757782,22.1179714202881122.375778198242
22.6912121.8797,22.6912,121.8797,22.6912121.8797
